latest_survival_date,year_completed,blk_no,street,max_floor_lvl,bldg_contract_town,total_dwelling_units,1room_sold,2room_sold,3room_sold,4room_sold,5room_sold,exec_sold,other_sold,is_demolished,latitude,longitude,cp_code,cp_type,cp_system,cp_short_term,cp_free,cp_night,cp_decks,cp_gantry_height,cp_basement,geometry,dist_to_airfield,airfield,height_score_2020,density_500m,units_per_floor,est_land_use,is_point_block,nearest_train_stn,dist_to_train_stn,dist_to_city_centre
2020-04-24,1987.0,865,yishun st 81,12,ys,121.0,0.0,0.0,0.0,63.0,58.0,0.0,0.0,0,1.4142675869999999,103.83825990000001,y40,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,0.0,n,POINT (11559222.2169276 157451.5371573429),3086,sembawang air base,0.83,70,10.083333333333334,1028.3333333333333,0,KHATIB MRT STATION,681,14465
2020-04-24,1987.0,870,yishun st 81,11,ys,70.0,0.0,0.0,0.0,34.0,36.0,0.0,0.0,0,1.41307366,103.8379759,y40,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,0.0,n,POINT (11559190.60219221 157318.5893465807),3112,sembawang air base,0.04,50,6.363636363636363,654.5454545454545,0,KHATIB MRT STATION,732,14337
2020-04-24,1987.0,872,yishun st 81,11,ys,70.0,0.0,0.0,0.0,34.0,36.0,0.0,0.0,0,1.4135451019999998,103.83697070000001,y40,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,0.0,n,POINT (11559078.70384007 157371.086000103),2989,sembawang air base,0.39,62,6.363636363636363,654.5454545454545,0,KHATIB MRT STATION,614,14401
2020-04-24,1987.0,866,yishun st 81,12,ys,116.0,0.0,0.0,0.0,64.0,52.0,0.0,0.0,0,1.4147322869999999,103.837339,y40,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,0.0,n,POINT (11559119.70280853 157503.2830930114),2972,sembawang air base,1.26,80,9.666666666666666,978.3333333333334,0,KHATIB MRT STATION,567,14527
2020-04-24,1987.0,871,yishun st 81,11,ys,70.0,0.0,0.0,0.0,34.0,36.0,0.0,0.0,0,1.413124593,103.8374214,y40,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,0.0,n,POINT (11559128.87553457 157324.2609070509),3054,sembawang air base,0.3,54,6.363636363636363,654.5454545454545,0,KHATIB MRT STATION,683,14349
2020-04-24,1994.0,285,bt batok east ave 3,13,bb,62.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0,1.3467430569999999,103.7577828,u45,multi-storey car park,electronic parking,7am-7pm,no,no,2,2.0,n,POINT (11550263.54713508 149932.5580039244),7070,tengah air base,-0.19,88,4.769230769230769,548.4615384615385,0,BUKIT BATOK MRT STATION,946,12515
2020-04-24,1994.0,286,bt batok east ave 3,15,bb,93.0,0.0,0.0,0.0,0.0,93.0,0.0,0.0,0,1.3467470730000002,103.75843859999999,u45,multi-storey car park,electronic parking,7am-7pm,no,no,2,2.0,n,POINT (11550336.55045714 149933.0051865251),7126,tengah air base,1.96,78,6.2,713.0,0,BUKIT BATOK MRT STATION,1017,12454
2020-04-24,1995.0,287,bt batok east ave 3,24,bb,77.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0,1.347137632,103.7585272,u45,multi-storey car park,electronic parking,7am-7pm,no,no,2,2.0,n,POINT (11550346.41336403 149976.4940321045),7107,tengah air base,11.37,78,3.2083333333333335,417.0833333333333,0,BUKIT BATOK MRT STATION,1016,12470
2020-04-24,1987.0,220,petir rd,12,bp,132.0,0.0,0.0,66.0,66.0,0.0,0.0,0.0,0,1.37452837,103.7728671,bj5,multi-storey car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,5,1.9,n,POINT (11551942.72373005 153026.4772915649),7157,sembawang air base,1.24,67,11.0,838.75,0,PENDING LRT STATION,250,13282
2020-04-24,1987.0,219,petir rd,12,bp,132.0,0.0,0.0,66.0,66.0,0.0,0.0,0.0,0,1.374165048,103.77271230000001,bj4,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,4.5,n,POINT (11551925.49147288 152986.0208333686),7199,sembawang air base,1.14,66,11.0,838.75,0,PENDING LRT STATION,270,13264
2020-04-24,1987.0,227,pending rd,12,bp,110.0,0.0,0.0,66.0,44.0,0.0,0.0,0.0,0,1.374649627,103.7720568,bj4,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,4.5,n,POINT (11551852.52154666 153039.9794446117),7196,tengah air base,1.13,75,9.166666666666666,673.75,0,PENDING LRT STATION,186,13352
2020-04-24,1987.0,224,pending rd,4,bp,22.0,0.0,0.0,9.0,7.0,6.0,0.0,0.0,0,1.375922155,103.7730005,bj4,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,4.5,n,POINT (11551957.57375012 153181.677431767),7027,sembawang air base,-7.0,77,5.5,470.625,0,PENDING LRT STATION,192,13389
2020-04-24,1987.0,233,pending rd,13,bp,60.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0,1.3765260380000002,103.77168,bj4,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,4.5,n,POINT (11551810.57636253 153248.9207766888),7070,sembawang air base,2.34,95,4.615384615384615,600.0,0,PENDING LRT STATION,61,13536
2020-04-24,1987.0,231,pending rd,4,bp,24.0,0.0,0.0,13.0,7.0,4.0,0.0,0.0,0,1.376029069,103.7727843,bj4,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,4.5,n,POINT (11551933.50647621 153193.5824766655),7033,sembawang air base,-7.1,83,6.0,475.625,0,PENDING LRT STATION,167,13414
2020-04-24,1987.0,859,yishun ave 4,10,ys,63.0,0.0,0.0,0.0,31.0,32.0,0.0,0.0,0,1.417973317,103.8392599,y32,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,0.0,n,POINT (11559333.53641839 157864.1831659858),3056,sembawang air base,-1.29,111,6.3,647.0,0,KHATIB MRT STATION,702,14862
2020-04-24,1987.0,858,yishun ave 4,10,ys,81.0,0.0,0.0,0.0,49.0,32.0,0.0,0.0,0,1.4176703430000002,103.8385151,y32,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,0.0,n,POINT (11559250.62566165 157830.4459256495),2985,sembawang air base,-0.95,109,8.1,809.0,0,KHATIB MRT STATION,617,14837
2020-04-24,1988.0,864,yishun ave 4,12,ys,88.0,0.0,0.0,0.0,48.0,40.0,0.0,0.0,0,1.416672578,103.8392423,y32,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,0.0,n,POINT (11559331.57719535 157719.3412495087),3095,sembawang air base,0.88,94,7.333333333333333,743.3333333333334,0,KHATIB MRT STATION,701,14719
2020-04-24,1988.0,863,yishun ave 4,12,ys,88.0,0.0,0.0,0.0,48.0,40.0,0.0,0.0,0,1.416939516,103.8386199,y32,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,0.0,n,POINT (11559262.29194428 157749.065739103),3020,sembawang air base,0.96,102,7.333333333333333,743.3333333333334,0,KHATIB MRT STATION,630,14755
2020-04-24,1988.0,860,yishun ave 4,12,ys,73.0,0.0,0.0,0.0,35.0,38.0,0.0,0.0,0,1.4178225830000002,103.8398545,y32,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,0.0,n,POINT (11559399.72698762 157847.398394514),3109,seletar airport,0.5,102,6.083333333333333,626.6666666666666,0,KHATIB MRT STATION,767,14840
2020-04-24,1987.0,206,petir rd,12,bp,110.0,0.0,0.0,66.0,44.0,0.0,0.0,0.0,0,1.373733827,103.7741138,bj6,multi-storey car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,5,1.9,n,POINT (11552081.50573922 152938.0037260696),7141,sembawang air base,0.82,49,9.166666666666666,673.75,0,PENDING LRT STATION,412,13125
2020-04-24,1987.0,205,petir rd,12,bp,110.0,0.0,0.0,66.0,44.0,0.0,0.0,0.0,0,1.373430254,103.77392409999999,bj6,multi-storey car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,5,1.9,n,POINT (11552060.38843182 152904.2004208679),7181,sembawang air base,0.82,49,9.166666666666666,673.75,0,PENDING LRT STATION,420,13114
2020-04-24,1987.0,216,petir rd,12,bp,110.0,0.0,0.0,66.0,44.0,0.0,0.0,0.0,0,1.374637466,103.7746643,bj6,multi-storey car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,5,1.9,n,POINT (11552142.7871189 153038.6252985678),7025,sembawang air base,0.6,48,9.166666666666666,673.75,0,PENDING LRT STATION,411,13161
2020-04-24,1987.0,213,petir rd,12,bp,114.0,0.0,0.0,0.0,66.0,48.0,0.0,0.0,0,1.3749653869999998,103.7754358,bj6,multi-storey car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,5,1.9,n,POINT (11552228.67010605 153075.1398084355),6944,sembawang air base,0.57,42,9.5,955.0,0,PENDING LRT STATION,480,13133
2020-04-24,1987.0,214,petir rd,12,bp,110.0,0.0,0.0,66.0,44.0,0.0,0.0,0.0,0,1.3749411009999999,103.7748564,bj6,multi-storey car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,5,1.9,n,POINT (11552164.17159309 153072.4355246501),6985,sembawang air base,0.48,46,9.166666666666666,673.75,0,PENDING LRT STATION,419,13172
2020-04-24,1987.0,212,petir rd,4,bp,16.0,0.0,0.0,0.0,10.0,6.0,0.0,0.0,0,1.374503146,103.77576040000001,bj6,multi-storey car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,5,1.9,n,POINT (11552264.80441277 153023.6685605393),6964,sembawang air base,-7.44,39,4.0,397.5,0,PENDING LRT STATION,530,13071
2020-04-24,1987.0,210,petir rd,21,bp,80.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0,1.3741907759999998,103.7762562,bj6,multi-storey car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,5,1.9,n,POINT (11552319.9966163 152988.885685161),6959,sembawang air base,10.05,37,3.8095238095238093,438.0952380952381,0,PENDING LRT STATION,594,13009
2020-04-24,1987.0,209,petir rd,4,bp,16.0,0.0,0.0,0.0,9.0,7.0,0.0,0.0,0,1.374161767,103.7758404,bj6,multi-storey car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,5,1.9,n,POINT (11552273.70997203 152985.6554890502),6989,sembawang air base,-7.44,39,4.0,403.75,0,PENDING LRT STATION,552,13036
2020-04-24,1987.0,211,petir rd,21,bp,80.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0,1.374664155,103.7761452,bj6,multi-storey car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,5,1.9,n,POINT (11552307.64015282 153041.5971597558),6924,sembawang air base,10.03,38,3.8095238095238093,438.0952380952381,0,PENDING LRT STATION,565,13057
2020-04-24,1987.0,208,petir rd,12,bp,110.0,0.0,0.0,0.0,110.0,0.0,0.0,0.0,0,1.37398084,103.775028,bj6,multi-storey car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,5,1.9,n,POINT (11552183.27401771 152965.5089942917),7059,sembawang air base,0.61,44,9.166666666666666,825.0,0,PENDING LRT STATION,480,13079
2020-04-24,1987.0,204,petir rd,12,bp,122.0,0.0,0.0,0.0,69.0,53.0,0.0,0.0,0,1.373175165,103.7748106,bj6,multi-storey car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,5,1.9,n,POINT (11552159.07316041 152875.7958845208),7145,sembawang air base,0.65,43,10.166666666666666,1025.4166666666667,0,PENDING LRT STATION,511,13028
2020-04-24,1987.0,203,petir rd,10,bp,102.0,0.0,0.0,0.0,59.0,43.0,0.0,0.0,0,1.3730916880000001,103.7755659,bj6,multi-storey car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,5,1.9,n,POINT (11552243.15277181 152866.5005981202),7103,sembawang air base,-1.25,36,10.2,1025.5,0,PENDING LRT STATION,583,12966
2020-04-24,1987.0,202,petir rd,16,bp,96.0,0.0,0.0,0.0,22.0,74.0,0.0,0.0,0,1.372191714,103.77484799999999,bj6,multi-storey car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,5,1.9,n,POINT (11552163.23650936 152766.2871936725),7230,sembawang air base,4.78,32,6.0,655.625,0,PENDING LRT STATION,590,12943
2020-04-24,1987.0,207,petir rd,12,bp,110.0,0.0,0.0,0.0,110.0,0.0,0.0,0.0,0,1.3737070359999999,103.7748513,bj6,multi-storey car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,5,1.9,n,POINT (11552163.60386368 152935.0205081901),7095,sembawang air base,0.61,44,9.166666666666666,825.0,0,PENDING LRT STATION,479,13069
2020-04-24,2003.0,108c,mcnair rd,30,kwn,174.0,0.0,0.0,0.0,116.0,58.0,0.0,0.0,0,1.319844175,103.8594625,mnrm,multi-storey car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,12,2.15,n,POINT (11561582.47956309 146937.3772059387),7137,paya lebar air base,10.84,58,5.8,570.3333333333334,0,BOON KENG MRT STATION,252,4049
2020-04-24,2003.0,108b,mcnair rd,30,kwn,174.0,0.0,0.0,0.0,87.0,87.0,0.0,0.0,0,1.319981244,103.8590051,mnrm,multi-storey car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,12,2.15,n,POINT (11561531.562028 146952.6397069117),7167,paya lebar air base,11.28,58,5.8,594.5,0,BOON KENG MRT STATION,305,4053
2020-04-24,2016.0,113d,mcnair rd,28,kwn,270.0,0.0,115.0,54.0,27.0,0.0,0.0,74.0,0,1.3201485990000001,103.8597637,mnrm,multi-storey car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,12,2.15,n,POINT (11561616.00899372 146971.2745259186),7089,paya lebar air base,9.65,62,9.642857142857142,581.125,0,BOON KENG MRT STATION,229,4089
2020-04-24,1987.0,918,jurong west st 91,4,jw,24.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0,1.340579375,103.68717070000001,j62m,multi-storey car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,5,1.9,n,POINT (11542403.04411924 149246.2313430964),5683,tengah air base,-6.66,41,6.0,780.0,0,PIONEER MRT STATION,1181,19320
2020-04-24,1987.0,919,jurong west st 91,13,jw,96.0,0.0,0.0,0.0,54.0,42.0,0.0,0.0,0,1.339926551,103.6873543,j62m,multi-storey car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,5,1.9,n,POINT (11542423.48237775 149173.539421052),5740,tengah air base,2.56,41,7.384615384615385,745.3846153846154,0,PIONEER MRT STATION,1143,19277
2020-04-24,1988.0,903,jurong west st 91,13,jw,84.0,0.0,0.0,0.0,42.0,42.0,0.0,0.0,0,1.33971748,103.68606109999999,j62m,multi-storey car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,5,1.9,n,POINT (11542279.52401225 149150.25937902),5821,tengah air base,2.5,34,6.461538461538462,662.3076923076923,0,PIONEER MRT STATION,1279,19406
2020-04-24,1987.0,905,jurong west st 91,4,jw,28.0,0.0,0.0,0.0,16.0,12.0,0.0,0.0,0,1.340470467,103.6852343,j62,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,9.99,n,POINT (11542187.48505726 149234.1044410135),5787,tengah air base,-7.11,28,7.0,705.0,0,PIONEER MRT STATION,1386,19520
2020-04-24,1988.0,907,jurong west st 91,12,jw,77.0,0.0,0.0,0.0,37.0,40.0,0.0,0.0,0,1.3411401729999999,103.6859308,j62,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,9.99,n,POINT (11542265.0190826 149308.6761897989),5686,tengah air base,1.51,39,6.416666666666667,660.8333333333334,0,PIONEER MRT STATION,1331,19470
2020-04-24,1988.0,902,jurong west st 91,13,jw,96.0,0.0,0.0,0.0,54.0,42.0,0.0,0.0,0,1.339116457,103.6866098,j62,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,9.99,n,POINT (11542340.60501685 149083.3355187532),5856,tengah air base,2.55,33,7.384615384615385,745.3846153846154,0,PIONEER MRT STATION,1208,19327
2020-04-24,1988.0,906,jurong west st 91,11,jw,90.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0,1.341220505,103.68522840000001,j62,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,9.99,n,POINT (11542186.82827227 149317.621157651),5714,tengah air base,-0.03,30,8.181818181818182,1063.6363636363637,0,PIONEER MRT STATION,1408,19547
2020-04-24,1987.0,682,hougang ave 4,4,hg,84.0,0.0,0.0,61.0,23.0,0.0,0.0,0.0,0,1.373618304,103.88574890000001,hg44,surface car park,electronic parking,whole day,no,yes,0,9.99,n,POINT (11564508.66822588 152925.1400676398),3022,paya lebar air base,-6.96,103,21.0,1470.625,0,HOUGANG MRT STATION,780,10606
2020-04-24,1987.0,681,hougang ave 8,4,hg,73.0,0.0,0.0,61.0,12.0,0.0,0.0,0.0,0,1.372978403,103.8856792,hg44,surface car park,electronic parking,whole day,no,yes,0,9.99,n,POINT (11564500.90925737 152853.8861477125),2994,paya lebar air base,-6.6,103,18.25,1223.125,0,HOUGANG MRT STATION,767,10537
2020-04-24,1987.0,692,hougang st 61,4,hg,32.0,0.0,0.0,24.0,8.0,0.0,0.0,0.0,0,1.376647194,103.88677159999999,hg46,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,4.5,n,POINT (11564622.51466911 153262.4116945238),3105,paya lebar air base,-8.59,95,8.0,555.0,0,HOUGANG MRT STATION,859,10959
2020-04-24,1998.0,698a,hougang st 61,14,hg,90.0,0.0,0.0,0.0,76.0,14.0,0.0,0.0,0,1.375013784,103.8873377,hg46,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,4.5,n,POINT (11564685.53263285 153080.5288895658),2951,paya lebar air base,2.44,107,6.428571428571429,603.5714285714286,0,HOUGANG MRT STATION,694,10814
2020-04-24,1998.0,698b,hougang st 61,18,hg,92.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0,1.374806815,103.8877085,hg46,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,4.5,n,POINT (11564726.80990004 153057.482570674),2904,paya lebar air base,6.66,105,5.111111111111111,587.7777777777778,0,HOUGANG MRT STATION,648,10808
2020-04-24,1987.0,666,yishun ave 4,12,ys,66.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0,1.418998472,103.840568,y39,mechanised and surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,4.5,n,POINT (11559479.1534443 157978.3378807174),3037,seletar airport,0.57,99,5.5,431.75,0,KHATIB MRT STATION,863,14963
2020-04-24,1987.0,409,yishun ring rd,12,ys,110.0,0.0,0.0,66.0,44.0,0.0,0.0,0.0,0,1.4262038540000002,103.8472732,y49,surface car park,electronic parking,7am-10.30pm,sun & ph fr 7am-10.30pm,no,0,0.0,n,POINT (11560225.57289397 158780.6846402927),2501,seletar airport,0.72,81,9.166666666666666,673.75,0,YISHUN MRT STATION,1412,15717
2020-04-24,1987.0,404,yishun ave 6,12,ys,132.0,0.0,0.0,0.0,132.0,0.0,0.0,0.0,0,1.426576808,103.84814420000001,y49,surface car park,electronic parking,7am-10.30pm,sun & ph fr 7am-10.30pm,no,0,0.0,n,POINT (11560322.53217045 158822.2145585258),2431,seletar airport,0.82,71,11.0,990.0,0,YISHUN MRT STATION,1496,15756
2020-04-24,1987.0,403,yishun ave 6,12,ys,110.0,0.0,0.0,0.0,110.0,0.0,0.0,0.0,0,1.426937264,103.8485532,y49,surface car park,electronic parking,7am-10.30pm,sun & ph fr 7am-10.30pm,no,0,0.0,n,POINT (11560368.06184218 158862.3527809119),2408,seletar airport,0.88,65,9.166666666666666,825.0,0,YISHUN MRT STATION,1533,15795
2020-04-24,1987.0,402,yishun ring rd,12,ys,110.0,0.0,0.0,66.0,44.0,0.0,0.0,0.0,0,1.4265496869999998,103.8472651,y49,surface car park,electronic parking,7am-10.30pm,sun & ph fr 7am-10.30pm,no,0,0.0,n,POINT (11560224.67120609 158819.1945265718),2518,seletar airport,0.66,80,9.166666666666666,673.75,0,YISHUN MRT STATION,1401,15755
2020-04-24,1987.0,401,yishun ave 6,4,ys,28.0,0.0,0.0,0.0,22.0,6.0,0.0,0.0,0,1.4270337659999999,103.84708859999999,y49,surface car park,electronic parking,7am-10.30pm,sun & ph fr 7am-10.30pm,no,0,0.0,n,POINT (11560205.02331596 158873.0986670161),2558,seletar airport,-7.41,76,7.0,667.5,0,YISHUN MRT STATION,1371,15810
2020-04-24,1992.0,412,yishun ring rd,9,ys,56.0,0.0,0.0,0.0,40.0,16.0,0.0,0.0,0,1.425531445,103.84696190000001,y49,surface car park,electronic parking,7am-10.30pm,sun & ph fr 7am-10.30pm,no,0,0.0,n,POINT (11560190.91913648 158705.809228189),2504,seletar airport,-2.4,88,6.222222222222222,604.4444444444445,0,YISHUN MRT STATION,1399,15644
2020-04-24,1992.0,411,yishun ring rd,10,ys,92.0,0.0,0.0,0.0,58.0,34.0,0.0,0.0,0,1.4257417890000001,103.8474043,y49,surface car park,electronic parking,7am-10.30pm,sun & ph fr 7am-10.30pm,no,0,0.0,n,POINT (11560240.16687921 158729.2318654568),2467,seletar airport,-1.45,86,9.2,913.0,0,YISHUN MRT STATION,1439,15666
2020-04-24,1987.0,137,bishan st 12,13,bh,48.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0,1.344446169,103.8517975,be6,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,4.5,n,POINT (11560729.21566616 149676.7990729318),6650,paya lebar air base,0.3,87,3.6923076923076925,289.84615384615387,0,BRADDELL MRT STATION,709,6670
2020-04-24,1987.0,394,yishun ave 6,12,ys,132.0,0.0,0.0,66.0,66.0,0.0,0.0,0.0,0,1.4288728590000002,103.8481626,y48,surface car park,electronic parking,7am-10.30pm,sun & ph fr 7am-10.30pm,no,0,0.0,n,POINT (11560324.58044908 159077.8891608102),2550,seletar airport,0.35,62,11.0,838.75,0,YISHUN MRT STATION,1466,16010
2020-04-24,1987.0,399,yishun ave 6,12,ys,132.0,0.0,0.0,66.0,66.0,0.0,0.0,0.0,0,1.427526355,103.84708420000001,y48,surface car park,electronic parking,7am-10.30pm,sun & ph fr 7am-10.30pm,no,0,0.0,n,POINT (11560204.53351021 158927.9504417788),2583,seletar airport,0.73,71,11.0,838.75,0,YISHUN MRT STATION,1361,15864
2020-04-24,1987.0,397,yishun ave 6,12,ys,132.0,0.0,0.0,66.0,66.0,0.0,0.0,0.0,0,1.427886114,103.847541,y48,surface car park,electronic parking,7am-10.30pm,sun & ph fr 7am-10.30pm,no,0,0.0,n,POINT (11560255.3842536 158968.0110669514),2557,seletar airport,0.91,65,11.0,838.75,0,YISHUN MRT STATION,1406,15902
2020-04-24,1987.0,396,yishun ave 6,4,ys,28.0,0.0,0.0,0.0,22.0,6.0,0.0,0.0,0,1.428359462,103.8470373,y48,surface car park,electronic parking,7am-10.30pm,sun & ph fr 7am-10.30pm,no,0,0.0,n,POINT (11560199.31262609 159020.7202979702),2631,seletar airport,-7.68,75,7.0,667.5,0,YISHUN MRT STATION,1344,15956
2020-04-24,1987.0,392,yishun ave 6,11,ys,60.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0,1.428697825,103.8492007,y48,surface car park,electronic parking,7am-10.30pm,sun & ph fr 7am-10.30pm,no,0,0.0,n,POINT (11560440.14121247 159058.3984051662),2442,seletar airport,-0.26,42,5.454545454545454,709.0909090909091,0,YISHUN MRT STATION,1582,15988
2020-04-24,1987.0,391,yishun ave 6,11,ys,60.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0,1.4294676919999998,103.8491714,y48,surface car park,electronic parking,7am-10.30pm,sun & ph fr 7am-10.30pm,no,0,0.0,n,POINT (11560436.87955139 159144.1262724276),2491,seletar airport,-0.64,45,5.454545454545454,709.0909090909091,0,YISHUN MRT STATION,1577,16073
2020-04-24,1987.0,390,yishun ave 6,12,ys,110.0,0.0,0.0,0.0,110.0,0.0,0.0,0.0,0,1.429212793,103.84840390000001,y48,surface car park,electronic parking,7am-10.30pm,sun & ph fr 7am-10.30pm,no,0,0.0,n,POINT (11560351.44184221 159115.7422137696),2547,seletar airport,0.28,57,9.166666666666666,825.0,0,YISHUN MRT STATION,1491,16047
2020-04-24,1987.0,393,yishun ave 6,12,ys,110.0,0.0,0.0,66.0,44.0,0.0,0.0,0.0,0,1.42851535,103.8485037,y48,surface car park,electronic parking,7am-10.30pm,sun & ph fr 7am-10.30pm,no,0,0.0,n,POINT (11560362.55152739 159038.079065157),2498,seletar airport,0.73,55,9.166666666666666,673.75,0,YISHUN MRT STATION,1506,15969
2020-04-24,1987.0,389,yishun ave 6,12,ys,132.0,0.0,0.0,0.0,132.0,0.0,0.0,0.0,0,1.429569991,103.84802049999999,y48,surface car park,electronic parking,7am-10.30pm,sun & ph fr 7am-10.30pm,no,0,0.0,n,POINT (11560308.76194943 159155.5176903713),2605,seletar airport,0.22,59,11.0,990.0,0,YISHUN MRT STATION,1449,16087
2020-04-24,1987.0,387,yishun ring rd,11,ys,50.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0,1.429546821,103.8472789,y48,surface car park,electronic parking,7am-10.30pm,sun & ph fr 7am-10.30pm,no,0,0.0,n,POINT (11560226.20741506 159152.9376147272),2673,seletar airport,-0.86,70,4.545454545454546,590.9090909090909,0,YISHUN MRT STATION,1366,16087
2020-04-24,1988.0,398,yishun ring rd,12,ys,88.0,0.0,0.0,0.0,48.0,40.0,0.0,0.0,0,1.4276756309999998,103.8465235,y48,surface car park,electronic parking,7am-10.30pm,sun & ph fr 7am-10.30pm,no,0,0.0,n,POINT (11560142.11667172 158944.5729296368),2646,seletar airport,0.45,77,7.333333333333333,743.3333333333334,0,YISHUN MRT STATION,1297,15883
2020-04-24,1988.0,386,yishun ring rd,12,ys,88.0,0.0,0.0,0.0,48.0,40.0,0.0,0.0,0,1.428980649,103.8464735,y48,surface car park,electronic parking,7am-10.30pm,sun & ph fr 7am-10.30pm,no,0,0.0,n,POINT (11560136.55069718 159089.8920212827),2719,seletar airport,0.18,83,7.333333333333333,743.3333333333334,0,YISHUN MRT STATION,1277,16027
2020-04-24,1987.0,192,bishan st 13,26,bh,92.0,0.0,0.0,0.0,0.0,84.0,8.0,0.0,0,1.348974317,103.85130649999999,be12,surface car park,electronic parking,whole day,no,yes,0,4.5,n,POINT (11560674.55779618 150181.009475),6590,paya lebar air base,14.59,70,3.5384615384615383,411.53846153846155,0,BISHAN MRT STATION,352,7171
2020-04-24,1987.0,828,woodlands st 81,4,wl,12.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0,1.439540442,103.78998409999998,w54,multi-storey car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,11,2.0,n,POINT (11553848.17945396 160265.7712036489),2987,sembawang air base,-7.2,79,3.0,390.0,0,WOODLANDS MRT STATION,446,18497
2020-04-24,1987.0,825,woodlands st 81,10,wl,112.0,0.0,0.0,0.0,66.0,46.0,0.0,0.0,0,1.438831226,103.78958929999999,w54,multi-storey car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,11,2.0,n,POINT (11553804.23051899 160186.7967268723),2984,sembawang air base,-1.03,73,11.2,1123.0,0,WOODLANDS MRT STATION,356,18440
2020-04-24,1994.0,826,woodlands st 81,11,wl,50.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0,1.439223598,103.7895095,w54,multi-storey car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,11,2.0,n,POINT (11553795.34722363 160230.4891580198),3014,sembawang air base,0.01,70,4.545454545454546,522.7272727272727,0,WOODLANDS MRT STATION,390,18484
