latest_survival_date,year_completed,blk_no,street,max_floor_lvl,bldg_contract_town,total_dwelling_units,1room_sold,2room_sold,3room_sold,4room_sold,5room_sold,exec_sold,other_sold,is_demolished
2020-04-24,1967,105,jln bt merah,12,bm,324,0,0,0,0,0,0,324,0
2020-04-24,1967,54,lor 5 toa payoh,12,tp,176,0,59,0,0,0,0,117,0
2020-04-24,1968,69,lor 4 toa payoh,12,tp,90,0,0,90,0,0,0,0,0
2020-04-24,1968,2,upp aljunied lane,10,tp,94,0,0,92,2,0,0,0,0
2020-04-24,1968,47,lor 6 toa payoh,10,tp,80,0,0,80,0,0,0,0,0
2020-04-24,1968,5,beach rd,16,kwn,336,0,0,0,0,0,0,336,0
2020-04-24,1968,98,lor 1 toa payoh,16,tp,192,0,0,192,0,0,0,0,0
2020-04-24,1968,73,lor 4 toa payoh,12,tp,151,0,0,148,3,0,0,0,0
2020-04-24,1968,2,lor 7 toa payoh,11,tp,198,0,0,198,0,0,0,0,0
2020-04-24,1968,100,lor 1 toa payoh,16,tp,192,0,0,192,0,0,0,0,0
2020-04-24,1968,5,upp aljunied lane,10,tp,99,0,0,96,3,0,0,0,0
2020-04-24,1968,71,lor 4 toa payoh,4,tp,25,0,0,24,1,0,0,0,0
2020-04-24,1968,4,upp aljunied lane,10,tp,101,0,0,100,1,0,0,0,0
